"Compounds ID"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: mzCloud Search"	"Annotation Source: Metabolika Search"	"Annotation Source: ChemSpider Search"	"FISh Coverage"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# Metabolika Pathways"	"Metabolika Pathways"	"mzCloud Best Match"	"mzCloud Best Sim. Match"	"MS2"	"Area: TRB00001_Blank_1.raw (F29)"	"Area: UMB00001_Blank_1.raw (F30)"	"Area: SCBIBlank4_1.raw (F31)"	"Area: SERCBLANK_2.raw (F32)"	"Area: SB00054_ACERRU.raw (F1)"	"Area: SB00061_ACERRU.raw (F2)"	"Area: SB00158_ACERRU.raw (F3)"	"Area: SB00174_ACERRU.raw (F4)"	"Area: SB00237_ACERRU.raw (F5)"	"Area: SBP00000_ACERRU.raw (F6)"	"Area: SR00044_ACERRU.raw (F7)"	"Area: SR00048_ACERRU.raw (F8)"	"Area: SR00054_ACERRU.raw (F9)"	"Area: SR00058_ACERRU.raw (F10)"	"Area: SR00063_ACERRU.raw (F11)"	"Area: SRP00001_ACERRU.raw (F12)"	"Area: TR00003_ACERRU.raw (F13)"	"Area: TR00007_ACERRU.raw (F14)"	"Area: TR00016_ACERRU.raw (F15)"	"Area: TR00021_ACERRU.raw (F16)"	"Area: TR00073_ACERRU.raw (F17)"	"Area: TRP00001_ACERRU.raw (F18)"	"Area: UM00109_ACERRU.raw (F19)"	"Area: UM00110_ACERRU.raw (F20)"	"Area: UM00113_ACERRU.raw (F21)"	"Area: UM00143_ACERRU.raw (F22)"	"Area: UM00144_ACERRU.raw (F23)"	"Area: UM00149_ACERRU.raw (F24)"	"Area: UM00160_ACERRU.raw (F25)"	"Area: UMP0001_ACERRU.raw (F26)"	"Group Area: Control"	"Group Area: Sample"	"Group CV [%]: Control"	"Group CV [%]: Sample"	"Ratio: (Sample) / (Control)"	"Log2 Fold Change: (Sample) / (Control)"	"P-value: (Sample) / (Control)"	"Adj. P-value: (Sample) / (Control)"
"23"	"Bis(methylbenzylidene)sorbitol"	"C22 H26 O6"	"Full match"	"Full match"	"No results"	"No results"	""	"386.17272"	"11.952"	"3230197850.1441"	"0"	"2"	"0"	""	"99.6"	""	"PreferredDDA"	"750092.285461804"	"472568.196904708"	"2009609566.33846"	"664177450.533114"	"1390434287.43806"	"724254552.808031"	"1743197625.44931"	"1671805834.59196"	"1272717136.50078"	"892764013.909712"	"1080382602.96479"	"594396230.087352"	"1146302600.05337"	"1079393445.70027"	"1093658842.11674"	"3230197850.1441"	"1571428001.39609"	"2365799392.08558"	"1589154507.96523"	"2386670674.04962"	"1289691781.12475"	"721673414.031487"	"495755.252659986"	"1350222.8401258"	"1771446.95748017"	"1266650.61425751"	"561277.016079965"	"1575401.98712575"	"899241.371147852"	"909317491.94341"	"332463771.409288"	"1079888024.33253"	"141.61530356642"	"82.6512551270627"	"3.248"	"1.70"	"0.444335755545494"	"0.586238932474508"
"35"	"Bis(2-ethylhexyl) phthalate"	"C24 H38 O4"	"Full match"	"Full match"	"No results"	"Full match"	""	"390.27695"	"16.806"	"2766058675.71303"	"3"	"8"	"0"	""	"99.3"	""	"PreferredDDA"	"163287786.072407"	"364036917.567947"	"206007021.943647"	"201645511.311781"	"2284868493.4213"	"2766058675.71303"	"201142875.786677"	"211276839.84031"	"216853653.339543"	"1524491485.44336"	"235351353.498149"	"235349031.085675"	"237531076.637964"	"247851738.949393"	"260373340.356329"	"534251753.334046"	"161424293.287223"	"167747672.033097"	"161129118.566852"	"163759493.337534"	"158131050.857669"	"188015589.152903"	"237364337.081184"	"238742666.162702"	"229572218.236126"	"218144233.38863"	"258821643.548751"	"277176571.215586"	"246023091.651344"	"502317048.629662"	"203826266.627714"	"236357845.289666"	"38.0573424755987"	"142.150437362674"	"1.160"	"0.21"	"0.238907444698559"	"0.341740211414006"
"29"	"PC"	"C42 H80 N O8 P"	"Full match"	"No results"	"No results"	"Full match"	""	"757.56162"	"18.340"	"2722896210.06811"	"3"	"0"	"0"	""	""	""	"PreferredDDA"	"10185820.7608728"	"9628833.83396921"	"4024361.20162847"	"11628504.6870232"	"981453403.033946"	"1521892219.70206"	"1232791884.25155"	"582246596.41363"	"1317943523.99"	"267745963.60597"	"2236195077.45679"	"2294640300.67349"	"2239688910.22378"	"1708405693.45042"	"1437065428.10146"	"556205997.05811"	"106439944.095118"	"126400204.666928"	"68725092.0464789"	"160596116.022461"	"574171296.806209"	"1596729317.40368"	"1010048262.03051"	"636217792.775162"	"814634379.623117"	"1181808073.94154"	"824577265.435789"	"1261197505.51429"	"1272637633.0616"	"2722896210.06811"	"9907327.29742099"	"1095928167.98603"	"37.6288163942117"	"66.481265586143"	"110.618"	"6.79"	"5.32937369327557E-07"	"1.73778015647166E-06"
"50"	"Methyl (3S,4S,21R)-14-ethyl-13-formyl-4,8,18-trimethyl-20-oxo-3-(3-oxo-3-{[(2E,7R,11R)-3,7,11,15-tetramethyl-2-hexadecen-1-yl]oxy}propyl)-9-vinyl-21-phorbinecarboxylate"	"C55 H72 N4 O6"	"Full match"	"No results"	"No results"	"Full match"	""	"884.54454"	"20.195"	"2147890419.56687"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"945372.290312465"	"614630.495982844"	"1940725.81850352"	"5618487.27183834"	"1757244026.36459"	"2147890419.56687"	"1800877041.44266"	"2052937353.35826"	"1173541327.59899"	"902671314.380046"	"1946805102.79617"	"1551420162.78407"	"1629232625.11693"	"1696734194.18371"	"1139779655.74327"	"126693541.789281"	"199283473.167317"	"135465191.34733"	"79152150.8850618"	"600202599.791198"	"1265297713.82888"	"12022885.2814595"	"550194055.344933"	"591272650.270707"	"643958828.20537"	"1006638081.52313"	"836617707.152685"	"1128244367.1828"	"770041570.738848"	"1852480598.91828"	"1443049.05440799"	"1067441224.35297"	"100.711823161231"	"63.0842471377355"	"739.712"	"9.53"	"0.000147995607917146"	"0.00031890606138287"
"47"	"Afzelin"	"C21 H20 O10"	"Full match"	"Full match"	"Full match"	"Full match"	""	"432.10522"	"9.345"	"2126810403.93239"	"14"	"1"	"1"	"Superpathway of flavones and derivatives biosynthesis"	"98.8"	""	"PreferredDDA"	"78018.8343573142"	"83852.689871112"	"923117.711517929"	"103829.164728617"	"287595892.625751"	"235758813.232973"	"448901605.522294"	"1116774987.75824"	"486119118.629151"	"587373225.059682"	"768851473.442661"	"1117444573.1966"	"938745061.059132"	"700535379.750494"	"631890942.405336"	"976695500.863044"	"1400705745.36206"	"1645088473.51492"	"2126810403.93239"	"1641677682.1208"	"1747647419.8697"	"1968726433.06916"	"312845503.281577"	"254824531.683873"	"219869988.687911"	"316088231.063763"	"317716443.68437"	"571643679.167385"	"290460898.478832"	"666035427.836026"	"93840.9272998647"	"648963185.120681"	"140.449285384581"	"69.9334851136128"	"6915.567"	"12.76"	"0.000462341008020764"	"0.000929680788489167"
"632"	"Gallic acid"	"C7 H6 O5"	"Full match"	"No results"	"Full match"	"Full match"	""	"170.02122"	"1.509"	"2012514397.42464"	"1"	"0"	"2"	"Other"	""	""	"PreferredDDA"	"1039409.14206854"	"302972.25837563"	"1351527.438153"	"1211361.67165473"	"951566892.153806"	"1031535385.17837"	"2012514397.42464"	"1769789359.15022"	"1092402225.69962"	"1831107570.41397"	"1254238189.89527"	"1763363054.7361"	"1766576304.67937"	"1799278636.75001"	"1590051747.67504"	"112298241.558559"	"1344067174.99255"	"1571414526.52754"	"702518262.870268"	"957294720.717565"	"1570132916.44058"	"998423129.076465"	"42745951.0856938"	"35605108.045052"	"74439016.1569433"	"84265399.9475781"	"40535745.299299"	"48474448.2978059"	"48574954.0952987"	"569476967.28832"	"1125385.40686164"	"1014979257.12742"	"47.8011869966207"	"73.6919315019194"	"901.895"	"9.82"	"3.84891902240794E-07"	"1.28284759466311E-06"
"65"	"(2S,3R,4R,5S,6S)-2-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl]oxy}-3,5-dihydroxy-6-methyloxan-4-yl 3,4,5-trihydroxybenzoate"	"C28 H24 O15"	"Full match"	"Full match"	"No results"	"No results"	""	"600.11106"	"9.380"	"1985208257.62538"	"0"	"2"	"0"	""	"92.3"	""	"PreferredDDA"	"120688.101089518"	"135269.704792535"	"135451.550911248"	"106135.567386715"	"1185102265.74471"	"914727959.501209"	"1604451417.80724"	"1276729599.69646"	"800357529.348273"	"1232996483.03448"	"836925451.017137"	"832735380.599538"	"1049310936.54407"	"1170112322.66651"	"1369428085.35592"	"1777717376.59664"	"1985208257.62538"	"897872402.307757"	"1188357403.90644"	"722258212.610409"	"901328033.849603"	"1523936287.11386"	"25179900.438232"	"319777372.254088"	"401217943.84383"	"4022551.88644293"	"133990584.057167"	"171768331.187648"	"2776717.3860618"	"342486537.86852"	"127978.902941026"	"899600218.07868"	"11.2519549271623"	"64.8055820610043"	"7029.285"	"12.78"	"2.66777524247473E-19"	"1.08288384743151E-17"
"56"	"acrep"	"C13 H25 N O2"	"Full match"	"No results"	"No results"	"Full match"	""	"227.18824"	"11.655"	"1904252010.19882"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"514972778.245071"	"227694784.600308"	"610269641.733444"	"216434333.531878"	"172047869.821021"	"219361579.278665"	"381264917.627637"	"383296207.970558"	"441796879.495385"	"639216434.674998"	"805521468.556645"	"832837950.886226"	"816182518.684713"	"805223255.054007"	"875751134.348843"	"1103110891.56879"	"763641949.103752"	"845024626.071733"	"844953166.406817"	"927795969.159587"	"991255213.505216"	"628954948.37943"	"367384955.611089"	"307772524.741711"	"224333350.629648"	"390106531.877793"	"366818782.804826"	"350224632.05091"	"64510550.9106046"	"1904252010.19882"	"371333781.42269"	"634085691.527214"	"51.099493287077"	"61.3948397806756"	"1.708"	"0.77"	"0.270092518408672"	"0.381388234511638"
"97"	"2,3-Dihydroxypropyl stearate"	"C21 H42 O4"	"Full match"	"No results"	"No results"	"Full match"	""	"358.30832"	"16.877"	"1894986076.24685"	"2"	"0"	"0"	""	""	""	"OtherDDA"	"476688009.559089"	"764659575.184651"	"314909324.423421"	"264914625.735286"	"239628689.708558"	"393789120.698592"	"796658527.709259"	"848738501.848509"	"596976403.590724"	"576663161.256265"	"922860970.811217"	"1052494643.64768"	"787811662.104936"	"824127559.091336"	"748501374.787298"	"1894986076.24685"	"474894512.76389"	"500053192.05"	"475900005.543982"	"465129116.203515"	"455000666.777954"	"868966648.803275"	"411764587.7209"	"388669410.326985"	"476815719.959849"	"400354848.615134"	"396205626.182611"	"478109457.980011"	"495787889.15106"	"1034942872.93911"	"395798666.991255"	"497920540.60053"	"49.4580831830672"	"51.4866469466046"	"1.258"	"0.33"	"0.239961948403149"	"0.342960845356408"
"72"	"[(2R,3S,4R,5S)-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate"	"C13 H16 O9"	"Full match"	"Full match"	"Partial match"	"Partial match"	""	"316.07934"	"6.916"	"1882868510.04696"	"1"	"2"	"1"	"Other"	"95.7"	""	"PreferredDDA"	"39486.6002104986"	"40144.2014524121"	"40041.1400928211"	"40731.3764875594"	"1588583003.56384"	"1470519227.77951"	"1758149294.82523"	"1383565233.55407"	"1304762091.12803"	"1402670161.72322"	"1264505283.60254"	"1224066048.26452"	"1315097411.96183"	"1271609068.06622"	"1356883424.54241"	"1882868510.04696"	"1024004890.64856"	"1065205419.90284"	"854909695.109221"	"1169228867.35907"	"1534928141.85969"	"1515174521.61858"	"112875344.911669"	"158444475.4831"	"151238635.65737"	"197947382.409257"	"115470271.755726"	"327312460.778055"	"216382462.159589"	"805231656.327402"	"40092.6707726166"	"1244285665.93353"	"1.27180316446148"	"55.8657836028084"	"31035.240"	"14.92"	"3.43391305776778E-27"	"1.40501986671627E-24"
"75"	"1,2-di-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine"	"C44 H76 N O8 P"	"Full match"	"No results"	"No results"	"Full match"	""	"777.53013"	"17.623"	"1602019222.35399"	"2"	"0"	"0"	""	""	""	"PreferredDDA"	"369158.056469762"	"872614.330434203"	"973863.952916408"	"450892.07276815"	"595297457.000528"	"641854818.775174"	"892851464.60011"	"395672228.404514"	"426476188.337571"	"364315400.070474"	"1072820360.75996"	"1602019222.35399"	"790001824.377898"	"1237505201.1678"	"496838877.425227"	"380376514.59947"	"19006832.5828394"	"16594162.0768162"	"10129377.8620038"	"13880995.6871585"	"155652236.573244"	"571931323.354768"	"654055853.454598"	"168303856.141748"	"464931305.780014"	"489610235.612288"	"377382109.185503"	"407421855.036507"	"1131648773.22064"	"1155130273.57194"	"661753.201601176"	"477270770.696151"	"45.156631371721"	"74.7603534384612"	"721.222"	"9.49"	"1.01770938235384E-10"	"6.93085837023794E-10"
"67"	"[(2R,3S,4R,5S)-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate"	"C13 H16 O9"	"Full match"	"Full match"	"Partial match"	"Partial match"	""	"316.07936"	"2.786"	"1497755093.7449"	"1"	"3"	"1"	"Other"	"99.2"	""	"PreferredDDA"	"76729.9120287699"	"39836.8584722134"	"83229.575314246"	"68381.7764666313"	"291135493.553155"	"189925611.683101"	"162952528.284285"	"170876320.124735"	"36149553.1719303"	"51434540.799608"	"43283769.5254594"	"152362812.297562"	"32578748.5906764"	"74768883.106992"	"25071452.4532501"	"1497755093.7449"	"114215435.368913"	"106869934.718303"	"71066932.6337507"	"230353878.866345"	"71602361.4403513"	"57887531.5888098"	"33021659.0246977"	"22387112.9147728"	"26834731.7393317"	"4560901.99807101"	"12764044.6491898"	"18903283.2163031"	"9779449.37375893"	"68037997.9474438"	"72555.8442477006"	"62962764.7681268"	"28.5324589496139"	"208.816736442885"	"867.784"	"9.76"	"2.53812779243301E-15"	"4.15400147020756E-14"
"68"	"Kaempferol"	"C15 H10 O6"	"Full match"	"Full match"	"Full match"	"Full match"	""	"286.04753"	"9.350"	"1458396265.72464"	"7"	"39"	"2"	"Superpathway of flavones and derivatives biosynthesis ;Superpathway of isoflavonoids (via naringenin)"	"99.8"	""	"PreferredDDA"	"40109.2234248961"	"50859.1924641048"	"148689.878280462"	"80282.0548949439"	"516842488.28"	"319454803.573734"	"554371919.306323"	"1010087534.1475"	"460123546.030898"	"607235350.621438"	"652835966.33455"	"1061045836.38538"	"932304009.270592"	"775904231.302419"	"635260115.137774"	"938938861.493645"	"903670425.550237"	"1062162850.15423"	"1367996084.50804"	"1025173480.58404"	"1080091829.48245"	"1458396265.72464"	"446837053.464261"	"608614408.523301"	"598548465.888174"	"512861722.159022"	"614206413.556645"	"878983144.1327"	"471056097.1014"	"779174712.162604"	"65570.6236795244"	"714370098.818484"	"61.0733355965046"	"37.2634395958798"	"10894.667"	"13.41"	"2.67182647880698E-05"	"6.45796622205022E-05"
